model_name,video_id,prompt,CLIP Score,X-CLIP Score,BLIP-BLEU,T2VScore-A (GPT-4V)
gen2,55,five aliens in a forest,27.248909,5.600353638,0.4,0.666666667
modelscope,55,five aliens in a forest,25.52240753,8.007434368,0.375,1
pika,55,five aliens in a forest,21.67807579,4.163461712,0.272727273,0.666666667
zeroscope,55,five aliens in a forest,21.07591438,13.33341169,0.25,0.666666667
floor33,56,"Chinese traditional beauty, wearing a golden dragon robe, wearing a phoenix crown, behind the Forbidden City, dignified temperament",28.02698135,14.6443429,0.157087477,1
gen2,56,"Chinese traditional beauty, wearing a golden dragon robe, wearing a phoenix crown, behind the Forbidden City, dignified temperament",22.0162735,12.30948639,0.144330911,1
modelscope,56,"Chinese traditional beauty, wearing a golden dragon robe, wearing a phoenix crown, behind the Forbidden City, dignified temperament",27.03859711,9.602716684,0.107353899,0.833333333
pika,56,"Chinese traditional beauty, wearing a golden dragon robe, wearing a phoenix crown, behind the Forbidden City, dignified temperament",28.51597404,8.838781993,0.101088443,1
zeroscope,56,"Chinese traditional beauty, wearing a golden dragon robe, wearing a phoenix crown, behind the Forbidden City, dignified temperament",23.06515694,12.16782641,0.104724984,1
floor33,57,"A woman in Hanfu, holding a paper fan in her hand",26.79508591,12.27075052,0.452418709,0.75
gen2,57,"A woman in Hanfu, holding a paper fan in her hand",21.09161758,9.272406936,0.444854113,0.5
modelscope,57,"A woman in Hanfu, holding a paper fan in her hand",24.32823181,9.650547624,0.454545454,0.75
pika,57,"A woman in Hanfu, holding a paper fan in her hand",26.20695877,14.99254248,0.452418709,0.75
zeroscope,57,"A woman in Hanfu, holding a paper fan in her hand",26.11771774,11.86052489,0.454545454,1
floor33,58,"USA Soccer player with tom cruise with purple hair, cinematic shot, movie preview, quick shot",34.07339478,9.453572273,0.065954148,0.333333333
gen2,58,"USA Soccer player with tom cruise with purple hair, cinematic shot, movie preview, quick shot",27.8390274,10.60046363,0.114092693,0
modelscope,58,"USA Soccer player with tom cruise with purple hair, cinematic shot, movie preview, quick shot",25.27528572,6.622833729,0.064900065,0
pika,58,"USA Soccer player with tom cruise with purple hair, cinematic shot, movie preview, quick shot",25.16263962,6.423859119,0.057046347,0
zeroscope,58,"USA Soccer player with tom cruise with purple hair, cinematic shot, movie preview, quick shot",29.14888382,9.310022831,0.114092693,0
floor33,59,"a cyborg standing on top of a skyscraper, overseeing the city, back view, cyberpunk vibe, 2077, NYC, intricate details, 4K",28.4392395,18.22064877,0.22447903,0.727272727
gen2,59,"a cyborg standing on top of a skyscraper, overseeing the city, back view, cyberpunk vibe, 2077, NYC, intricate details, 4K",25.51582527,16.59056544,0.12835428,0.636363636
modelscope,59,"a cyborg standing on top of a skyscraper, overseeing the city, back view, cyberpunk vibe, 2077, NYC, intricate details, 4K",24.70096779,18.68832111,0.179583224,0.909090909
pika,59,"a cyborg standing on top of a skyscraper, overseeing the city, back view, cyberpunk vibe, 2077, NYC, intricate details, 4K",28.79078674,14.49150202,0.183939721,0.909090909
zeroscope,59,"a cyborg standing on top of a skyscraper, overseeing the city, back view, cyberpunk vibe, 2077, NYC, intricate details, 4K",24.20980835,15.33462834,0.17113904,0.727272727
floor33,60,"There's a person, likely in their mid-twenties, with short brown hair and a tattoo on their left forearm. They're wearing a blue hoodie and seem to be checking their phone.",24.89797783,12.56821728,0.054134113,0.6
modelscope,60,"There's a person, likely in their mid-twenties, with short brown hair and a tattoo on their left forearm. They're wearing a blue hoodie and seem to be checking their phone.",26.55149651,14.24707675,0.043098652,0.7
pika,60,"There's a person, likely in their mid-twenties, with short brown hair and a tattoo on their left forearm. They're wearing a blue hoodie and seem to be checking their phone.",25.1273365,12.85929277,0.054134113,0.8
zeroscope,60,"There's a person, likely in their mid-twenties, with short brown hair and a tattoo on their left forearm. They're wearing a blue hoodie and seem to be checking their phone.",26.09550285,12.72746253,0.048482338,0.8
floor33,61,A young man with curly brown hair and a noticeable scar on his left cheek is typing on his laptop at a coffee shop.,30.64219093,18.81088257,0.27883687,0.75
gen2,61,A young man with curly brown hair and a noticeable scar on his left cheek is typing on his laptop at a coffee shop.,26.64970016,19.057055,0.167889425,0.625
modelscope,61,A young man with curly brown hair and a noticeable scar on his left cheek is typing on his laptop at a coffee shop.,23.90596008,16.72987151,0.172617875,0.75
pika,61,A young man with curly brown hair and a noticeable scar on his left cheek is typing on his laptop at a coffee shop.,24.66940117,14.6653613,0.139418435,0.625
zeroscope,61,A young man with curly brown hair and a noticeable scar on his left cheek is typing on his laptop at a coffee shop.,29.8243885,16.15878177,0.123298482,0.5
floor33,62,"light wind, feathers moving, she moves her gaze, 4k",22.19043732,9.866146564,0.2,0.6
gen2,62,"light wind, feathers moving, she moves her gaze, 4k",24.54413986,7.677086353,0.111111111,0.4
modelscope,62,"light wind, feathers moving, she moves her gaze, 4k",20.16786575,9.510870695,0.2,0.6
pika,62,"light wind, feathers moving, she moves her gaze, 4k",21.93774796,11.20705711,0.111111111,0.2
zeroscope,62,"light wind, feathers moving, she moves her gaze, 4k",22.67406845,11.50546837,1.23E-16,0
floor33,63,a smiling skull,24.29702377,12.37559795,0.166666667,0.666666667
gen2,63,a smiling skull,25.50497818,12.76004299,0.333333333,0.666666667
modelscope,63,a smiling skull,21.32959175,10.86590242,0.25,0.333333333
pika,63,a smiling skull,20.22333336,14.60823494,0.333333333,0.666666667
zeroscope,63,a smiling skull,13.68374825,9.567937136,0.1,0.333333333
floor33,64,a girl floating underwater,25.47739792,11.86035061,0.428571429,1
gen2,64,a girl floating underwater,24.32121086,7.486008207,0.090909091,1
modelscope,64,a girl floating underwater,24.75431824,12.82033205,0.285714286,1
pika,64,a girl floating underwater,25.15989685,12.41569604,0.333333333,1
zeroscope,64,a girl floating underwater,25.75513458,11.69858861,0.2,1
floor33,65,"fashion portrait shoot of a girl in colorful glasses, a breeze moves her hair",25.8175621,13.86281681,0.157662618,0.8
gen2,65,"fashion portrait shoot of a girl in colorful glasses, a breeze moves her hair",27.92695427,10.74375232,0.335160023,0.8
modelscope,65,"fashion portrait shoot of a girl in colorful glasses, a breeze moves her hair",26.26543427,17.47492456,0.157662618,0.8
pika,65,"fashion portrait shoot of a girl in colorful glasses, a breeze moves her hair",24.14027977,8.133958975,0.25,0.8
zeroscope,65,"fashion portrait shoot of a girl in colorful glasses, a breeze moves her hair",17.00210953,8.509494781,0.284911101,0.6
floor33,66,elon musk in space suit close up of face 4k overlooking mars space base,26.46743393,15.11003065,0.134064009,0.2
gen2,66,elon musk in space suit close up of face 4k overlooking mars space base,24.73436356,9.099300702,0.282160575,0.2
modelscope,66,elon musk in space suit close up of face 4k overlooking mars space base,28.72446442,9.505712509,0.282160575,0.4
pika,66,elon musk in space suit close up of face 4k overlooking mars space base,27.97361565,8.665488614,0.201096014,0.6
zeroscope,66,elon musk in space suit close up of face 4k overlooking mars space base,22.95780563,11.60320807,0.207627378,0.2
floor33,67,A woman with striking blue eyes and curly hair.,27.73210907,20.00864601,0.551560564,1
gen2,67,A woman with striking blue eyes and curly hair.,27.19914818,11.80317426,0.661872677,1
modelscope,67,A woman with striking blue eyes and curly hair.,31.79797935,18.53585815,0.551560564,1
pika,67,A woman with striking blue eyes and curly hair.,25.56080246,10.99296273,0.444444444,1
zeroscope,67,A woman with striking blue eyes and curly hair.,21.27652168,7.935076714,0.444444444,1
floor33,68,"A middle-aged woman with short, silver hair and glasses.",27.74272156,10.0931797,0.441248451,0.833333333
gen2,68,"A middle-aged woman with short, silver hair and glasses.",25.11342239,11.22721704,0.429415596,0.833333333
modelscope,68,"A middle-aged woman with short, silver hair and glasses.",23.74411774,15.54009438,0.333333333,1
pika,68,"A middle-aged woman with short, silver hair and glasses.",20.00685883,9.871177038,0.220624226,0.666666667
zeroscope,68,"A middle-aged woman with short, silver hair and glasses.",23.0588665,8.078249216,0.333333333,0.833333333
floor33,69,A tall man with broad shoulders and a friendly smile,18.19140816,10.06262064,0.497132954,0.6
gen2,69,A tall man with broad shoulders and a friendly smile,21.89845848,9.912116925,0.230769231,1
modelscope,69,A tall man with broad shoulders and a friendly smile,19.41003799,8.38960135,0.389400391,0.8
pika,69,A tall man with broad shoulders and a friendly smile,15.58721256,7.560487959,0.3,0.8
zeroscope,69,A tall man with broad shoulders and a friendly smile,19.54977417,10.34871078,0.4,1
floor33,70,Two whales and a violin player,22.51753235,10.79409218,0.181818182,0.75
gen2,70,Two whales and a violin player,25.70650673,11.64824287,0.222222222,0.5
modelscope,70,Two whales and a violin player,21.08747864,9.658306241,0.2,0.5
pika,70,Two whales and a violin player,20.82812881,9.768236372,0.111111111,0.75
zeroscope,70,Two whales and a violin player,24.39962578,9.458402872,0.125,0.75
floor33,71,One person feeding five goats.,23.76387215,16.535748,0.142857143,0.2
gen2,71,One person feeding five goats.,21.91581154,12.63227916,0.125,0.6
modelscope,71,One person feeding five goats.,24.80127716,20.64021873,0.125,0.6
pika,71,One person feeding five goats.,22.09880829,14.23936918,0.125,0.8
zeroscope,71,One person feeding five goats.,27.58408165,19.47887611,0.125,0.8
floor33,72,"During a movie, a bear wearing a red scarf sits next to a person in the theater.",30.69652176,12.17153645,0.297951182,1
gen2,72,"During a movie, a bear wearing a red scarf sits next to a person in the theater.",30.38375854,6.44657433,0.403558873,1
modelscope,72,"During a movie, a bear wearing a red scarf sits next to a person in the theater.",31.65643311,9.979763985,0.282746723,0.875
pika,72,"During a movie, a bear wearing a red scarf sits next to a person in the theater.",35.58018494,13.85099294,0.319754004,0.875
zeroscope,72,"During a movie, a bear wearing a red scarf sits next to a person in the theater.",33.32514572,5.843065381,0.198634121,0.5
floor33,73,"Two birds flew around a person, in the style of Sci-Fi",22.09276009,10.88546038,0.307692308,0.5
gen2,73,"Two birds flew around a person, in the style of Sci-Fi",23.99729156,7.657130162,0.272727273,0.333333333
modelscope,73,"Two birds flew around a person, in the style of Sci-Fi",24.31175423,13.54965806,0.361934967,0.666666667
pika,73,"Two birds flew around a person, in the style of Sci-Fi",21.75826836,10.44124285,0.25,0.5
zeroscope,73,"Two birds flew around a person, in the style of Sci-Fi",22.01974869,12.71401024,0.35588329,0.166666667
floor33,74,1 bear and 2 people making pizza,24.38003922,19.45019531,0.375,1
gen2,74,1 bear and 2 people making pizza,28.90210915,10.62262305,1.63E-16,0.5
modelscope,74,1 bear and 2 people making pizza,21.94268417,19.91307306,0.222222222,0.25
pika,74,1 bear and 2 people making pizza,22.4142971,18.26064512,0.375,0.5
zeroscope,74,1 bear and 2 people making pizza,20.95725822,19.95371246,0.222222222,0.25
floor33,75,"A family of five go on a safari, marveling at the sight of majestic giraffes and zebras.",26.83483887,12.43886471,0.136943449,0.333333333
gen2,75,"A family of five go on a safari, marveling at the sight of majestic giraffes and zebras.",27.92131805,7.966578444,0.219746877,0.5
modelscope,75,"A family of five go on a safari, marveling at the sight of majestic giraffes and zebras.",29.47135925,9.886255741,0.182716574,0.166666667
pika,75,"A family of five go on a safari, marveling at the sight of majestic giraffes and zebras.",29.71163368,12.50128206,0.210755738,0.666666667
zeroscope,75,"A family of five go on a safari, marveling at the sight of majestic giraffes and zebras.",27.19180489,12.83344626,0.162326234,0.166666667
floor33,76,"A farmer tends to a flock of twenty sheep, shearing their wool and counting them to make sure none are missing.",24.23575211,17.70454788,0.073252786,0.333333333
gen2,76,"A farmer tends to a flock of twenty sheep, shearing their wool and counting them to make sure none are missing.",25.41627693,14.71671128,0.078727759,0.5
modelscope,76,"A farmer tends to a flock of twenty sheep, shearing their wool and counting them to make sure none are missing.",26.01144028,15.8723495,0.118091638,0.333333333
pika,76,"A farmer tends to a flock of twenty sheep, shearing their wool and counting them to make sure none are missing.",24.39776611,18.30553977,0.109879179,0.5
zeroscope,76,"A farmer tends to a flock of twenty sheep, shearing their wool and counting them to make sure none are missing.",24.89714622,18.17941332,0.099861325,0.166666667
floor33,77,"A team of eight firefighters rescue a group of cats from a burning building, carefully carrying them to safety",29.32867813,23.77193356,0.087859106,0.833333333
gen2,77,"A team of eight firefighters rescue a group of cats from a burning building, carefully carrying them to safety",21.97156525,19.82126633,0.036576999,0.833333333
modelscope,77,"A team of eight firefighters rescue a group of cats from a burning building, carefully carrying them to safety",27.90024948,22.71742725,0.158024747,0.666666667
pika,77,"A team of eight firefighters rescue a group of cats from a burning building, carefully carrying them to safety",25.79017258,19.40267266,0.073153997,0.333333333
zeroscope,77,"A team of eight firefighters rescue a group of cats from a burning building, carefully carrying them to safety",32.37597275,22.92339945,0.158024747,0.833333333
floor33,78,"A family of three take their dog and cat for a walk in the park, enjoying the fresh air and exercise.",28.88545227,16.04017496,0.183131964,0.7
gen2,78,"A family of three take their dog and cat for a walk in the park, enjoying the fresh air and exercise.",27.82972527,16.39457552,0.098455838,0.6
modelscope,78,"A family of three take their dog and cat for a walk in the park, enjoying the fresh air and exercise.",26.74888611,16.86827278,0.166435542,0.6
pika,78,"A family of three take their dog and cat for a walk in the park, enjoying the fresh air and exercise.",26.77296638,18.22887103,0.233009759,0.6
